일차,구분,뜻,표기
15일차,동사,부서지다,"壊れる (こわれる)"
15일차,동사,찾다,"探す (さがす)"
15일차,동사,내려가다,"下がる (さがる)"
15일차,동사,내리다,"下げる (さげる)"
16일차,동사,드리다 (겸양),"差し上げる (さしあげる)"
16일차,동사,(우산을) 쓰다,さす
16일차,동사,떠들다,"騒ぐ (さわぐ)"
16일차,동사,"만지다, 손대다","触る (さわる)"
16일차,동사,꾸짖다,"叱る (しかる)"
16일차,동사,"~해 버리다, 치우다",しまう
16일차,동사,알리다,"知らせる (しらせる)"
16일차,동사,"조사하다, 알아보다","調べる (しらべる)"
16일차,동사,알다,"知る (しる)"
16일차,동사,"지나다, 지나치다","過ぎる (すぎる)"
16일차,동사,(배가) 고프다,すく
16일차,동사,나아가다,"進む (すすむ)"
16일차,동사,버리다,"捨てる (すてる)"
16일차,동사,미끄러지다,"滑る (すべる)"
16일차,동사,"키우다, 기르다","育てる (そだてる)"
16일차,동사,알다 (겸양),"存じる (ぞんじる)"
16일차,동사,쓰러지다,"倒れる (たおれる)"
16일차,동사,"더하다, 보태다","足す (たす)"
16일차,동사,방문하다,"訪ねる (たずねる)"
16일차,동사,세워지다,"建つ (たつ)"
16일차,동사,"세우다, 짓다","建てる (たてる)"
16일차,동사,부탁하다,"頼む (たのむ)"
17일차,동사,"충분하다, 족하다","足りる (たりる)"
17일차,동사,"다르다, 틀리다","違う (ちがう)"
17일차,동사,붙잡다,"捕まえる (つかまえる)"
17일차,동사,피곤하다,"疲れる (つかれる)"
17일차,동사,붙다,"付く (つく)"
17일차,동사,도착하다,"着く (つく)"
17일차,동사,"붙이다, 켜다","付ける (つける)"
17일차,동사,전하다,"伝える (つたえる)"
17일차,동사,계속되다,"続く (つづく)"
17일차,동사,계속하다,"続ける (つづける)"
17일차,동사,"싸다, 포장하다","包む (つつむ)"
17일차,동사,근무하다,"勤める (つとめる)"
17일차,동사,쌓이다,"積もる (つもる)"
17일차,동사,낚시하다,"釣る (つる)"
17일차,동사,데리고 가다/오다,"連れる (つれる)"
17일차,동사,"생기다, 가능하다",できる
17일차,동사,돕다,"手伝う (てつだう)"
17일차,동사,"통하다, 지나가다","通る (とおる)"
17일차,동사,닫다,"閉じる (とじる)"
17일차,동사,"도착하다, 닿다","届く (とどく)"
17일차,동사,"보내주다, 전달하다","届ける (とどける)"
17일차,동사,묵다,"泊まる (とまる)"
18일차,동사,멈추다,"止まる (とまる)"
18일차,동사,묵게 하다,"泊める (とめる)"
18일차,동사,멈추게 하다,"止める (とめる)"
18일차,동사,교환하다,"取り替える (とりかえる)"
18일차,동사,"잡다, 들다","取る (とる)"
18일차,동사,고치다,"直す (なおす)"
18일차,동사,낫다 (병),"治る (なおる)"
18일차,동사,고쳐지다 (기계),"直る (なおる)"
18일차,동사,흐르다,"流れる (ながれる)"
18일차,동사,울다,"泣く (なく)"
18일차,동사,없애다,"無くす (なくす)"
18일차,동사,돌아가시다,"亡くなる (なくなる)"
18일차,동사,없어지다,"無くなる (なくなる)"
18일차,동사,던지다,"投げる (なげる)"
18일차,동사,하시다 (존경),なさる
18일차,동사,"늘어서다, 줄 서다","並ぶ (ならぶ)"
18일차,동사,울리다,"鳴る (なる)"
18일차,동사,익숙해지다,"慣れる (なれる)"
18일차,동사,어울리다,"似合う (にあう)"
18일차,동사,도망치다,"逃げる (にげる)"
18일차,동사,닮다,"似る (にる)"
18일차,동사,벗다,"脱ぐ (ぬぐ)"
19일차,동사,훔치다,"盗む (ぬすむ)"
19일차,동사,"칠하다, 바르다","塗る (ぬる)"
19일차,동사,젖다,"濡れる (ぬれる)"
19일차,동사,"바라다, 원하다","願う (ねがう)"
19일차,동사,잠들다,"眠る (ねむる)"
19일차,동사,남다,"残る (のこる)"
19일차,동사,갈아타다,"乗り換える (のりかえる)"
19일차,동사,뵙다 (겸양),"拝見する (はいけんする)"
19일차,동사,(바지 등을) 입다,はく
19일차,동사,"옮기다, 나르다","運ぶ (はこぶ)"
19일차,동사,시작하다,"始める (はじめる)"
19일차,동사,달리다,"走る (はしる)"
19일차,동사,일하다,"働く (はたらく)"
19일차,동사,지불하다,"払う (はらう)"
19일차,동사,붙이다,はる
19일차,동사,(날씨가) 개다,"晴れる (はれる)"
19일차,동사,차가워지다,"冷える (ひえる)"
19일차,동사,빛나다,"光る (ひかる)"
19일차,동사,"당기다, (감기에) 걸리다","引く (ひく)"
19일차,동사,이사하다,"引っ越す (ひっこす)"
19일차,동사,(꽃이) 피다, 열리다,"開く (ひらく)"
19일차,동사,줍다,"拾う (ひろう)"
19일차,동사,늘다,"増える (ふえる)"
19일차,동사,(바람이) 불다,"吹く (ふく)"
20일차,동사,부딪히다,ぶつかる
20일차,동사,살찌다,"太る (ふとる)"
20일차,동사,밟다,"踏む (ふむ)"
20일차,동사,칭찬하다,ほめる
20일차,동사,"가다, 오다 (겸양)","参る (まいる)"
20일차,동사,지다,"負ける (まける)"
20일차,동사,"틀리다, 실수하다","間違える (まちがえる)"
20일차,동사,시간에 대다,"間に合う (まにあう)"
20일차,동사,지키다,"守る (まもる)"
20일차,동사,돌다,"回る (まわる)"
20일차,동사,보이다,"見える (みえる)"
20일차,동사,발견되다,"見つかる (みつかる)"
20일차,동사,찾아내다,"見つける (みつける)"
20일차,동사,맞이하다,"迎える (むかえる)"
20일차,동사,드시다 (존경),"召し上がる (めしあがる)"
20일차,동사,말씀드리다 (겸양),"申し上げる (もうしあげる)"
20일차,동사,말하다 (겸양),"申す (もうす)"
20일차,동사,되돌리다,"戻す (もどす)"
20일차,동사,되돌아가다,"戻る (もどる)"
20일차,동사,굽다,"焼く (やく)"
20일차,동사,도움이 되다,"役に立つ (やくにたつ)"
20일차,동사,구워지다,"焼ける (やける)"
20일차,동사,"마르다, 살이 빠지다",やせる
20일차,동사,그치다,"やむ (やむ)"
21일차,동사,그만두다,やめる
21일차,동사,주다 (손아래 사람에게),やる
21일차,동사,흔들리다,"揺れる (ゆれる)"
21일차,동사,더러워지다,"汚れる (よごれる)"
21일차,동사,들르다,"寄る (よる)"
21일차,동사,기뻐하다,"喜ぶ (よろこぶ)"
21일차,동사,끓이다,"沸かす (わかす)"
21일차,동사,헤어지다,"別れる (わかれる)"
21일차,동사,끓다,"沸く (わく)"
21일차,동사,잊다,"忘れる (わすれる)"
21일차,동사,건네다,"渡す (わたす)"
21일차,동사,건너다,"渡る (わたる)"
21일차,동사,웃다,"笑う (わらう)"
21일차,동사,"깨다, 나누다","割る (わる)"
21일차,동사,깨지다,"割れる (われる)"
22일차,い형용사,얕다,"浅い (あさい)"
22일차,い형용사,뜨겁다,"熱い (あつい)"
22일차,い형용사,두껍다,"厚い (あつい)"
22일차,い형용사,아름답다,"美しい (うつくしい)"
22일차,い형용사,"맛있다, 잘하다",うまい
22일차,い형용사,기쁘다,"嬉しい (うれしい)"
22일차,い형용사,"이상하다, 우습다",おかしい
22일차,い형용사,얌전하다,おとなしい
22일차,い형용사,"단단하다, 딱딱하다","固い/硬い (かたい)"
22일차,い형용사,멋있다,かっこいい
22일차,い형용사,"못생기다, 꼴사납다","かっこ悪い (かっこわるい)"
22일차,い형용사,슬프다,"悲しい (かなしい)"
22일차,い형용사,엄하다,"厳しい (きびしい)"
22일차,い형용사,괴롭다,"苦しい (くるしい)"
22일차,い형용사,"작다, 미세하다","細かい (こまかい)"
22일차,い형용사,무섭다,"怖い (こわい)"
22일차,い형용사,외롭다,"寂しい (さびしい)"
22일차,い형용사,어쩔 수 없다,"仕方ない (しかたない)"
22일차,い형용사,친하다,"親しい (したしい)"
22일차,い형용사,"굉장하다, 대단하다",すごい
22일차,い형용사,시원하다,"涼しい (すずしい)"
22일차,い형용사,"훌륭하다, 멋지다","素晴らしい (すばらしい)"
22일차,い형용사,올바르다,"正しい (ただしい)"
22일차,い형용사,부족하다,"足りない (たりない)"
22일차,い형용사,차갑다,"冷たい (つめたい)"
22일차,い형용사,쓰다,"苦い (にがい)"
22일차,い형용사,미지근하다,"温い (ぬるい)"
22일차,い형용사,졸리다,"眠い (ねむい)"
22일차,い형용사,졸리다,"眠たい (ねむたい)"
22일차,い형용사,부끄럽다,"恥ずかしい (はずかしい)"
22일차,い형용사,"심하다, 지독하다",ひどい
22일차,い형용사,깊다,"深い (ふかい)"
22일차,い형용사,굵다,"太い (ふとい)"
22일차,い형용사,"원하다, 갖고 싶다","欲しい (ほしい)"
22일차,い형용사,가늘다,"細い (ほそい)"
22일차,い형용사,"드물다, 희귀하다","珍しい (めずらしい)"
22일차,い형용사,쉽다,"易しい (やさしい)"
22일차,い형용사,상냥하다,"優しい (やさしい)"
22일차,い형용사,부드럽다,"柔らかい (やわらかい)"
22일차,い형용사,"좋다, 괜찮다 (정중)",よろしい
23일차,な형용사,안전하다,"安全な (あんぜんな)"
23일차,な형용사,위험하다,"危険な (きけんな)"
23일차,な형용사,"꽤 좋다, 괜찮다",けっこうな
23일차,な형용사,"활발하다, 성행하다","盛んな (さかんな)"
23일차,な형용사,유감이다,"残念な (ざんねんな)"
23일차,な형용사,충분하다,"十分な (じゅうぶんな)"
23일차,な형용사,친절하다,"親切な (しんせつな)"
23일차,な형용사,중요하다,"大事な (だいじな)"
23일차,な형용사,소중하다,"大切な (たいせつな)"
23일차,な형용사,정중하다,"丁寧な (ていねいな)"
23일차,な형용사,적당하다,"適当な (てきとうな)"
23일차,な형용사,특별하다,"特別な (とくべつな)"
23일차,な형용사,열심이다,"熱心な (ねっしんな)"
23일차,な형용사,복잡하다,"複雑な (ふくざつな)"
23일차,な형용사,불편하다,"不便な (ふべんな)"
23일차,な형용사,서투르다,"下手な (へたな)"
23일차,な형용사,"별다르다, 다른","別な (べつな)"
23일차,な형용사,이상하다,"変な (へんな)"
23일차,な형용사,성실하다,まじめな
23일차,な형용사,무리하다,"無理な (むりな)"
23일차,な형용사,훌륭하다,"立派な (りっぱな)"
24일차,부사,저렇게,あんなに
24일차,부사,어떻습니까,いかが
24일차,부사,아무리,いくら
24일차,부사,"일일이, 하나하나",いちいち
24일차,부사,언젠가,いつか
24일차,부사,도대체,"一体 (いったい)"
24일차,부사,가득,いっぱい
24일차,부사,"반드시, 꼭","必ず (かならず)"
24일차,부사,"상당히, 꽤",かなり
24일차,부사,"분명, 틀림없이",きっと
24일차,부사,갑자기,"急に (きゅうに)"
24일차,부사,"꽤, 상당히",けっこう
24일차,부사,결코,"決して (けっして)"
24일차,부사,이제부터,これから
24일차,부사,이렇게,こんなに
24일차,부사,아까,さっき
24일차,부사,"확실히, 단단히",しっかり
24일차,부사,"상당히, 몹시",ずいぶん
24일차,부사,완전히,すっかり
24일차,부사,"쭉, 계속",ずっと
24일차,부사,전혀,"全然 (ぜんぜん)"
24일차,부사,"그다지, 그렇게",それほど
25일차,부사,슬슬,そろそろ
25일차,부사,그렇게,そんなに
25일차,부사,"대체로, 대강","大体 (だいたい)"
25일차,부사,"대개, 대부분","大抵 (たいてい)"
25일차,부사,"상당히, 꽤",だいぶ
25일차,부사,확실히,"確か (たしか)"
25일차,부사,다녀왔습니다,ただいま
25일차,부사,예를 들면,"例えば (たとえば)"
25일차,부사,아마,"多分 (たぶん)"
25일차,부사,가끔,たまに
25일차,부사,"조금도, 전혀",ちっとも
25일차,부사,"딱, 마침",ちょうど
25일차,부사,가능한 한,できるだけ
25일차,부사,"드디어, 마침내",とうとう
25일차,부사,특히,"特に (とくに)"
25일차,부사,점점,どんどん
25일차,부사,아무리,どんなに
25일차,부사,"좀처럼, 꽤",なかなか
25일차,부사,"되도록, 가급적",なるべく
25일차,부사,"과연, 그렇군요",なるほど
25일차,부사,처음으로,はじめて
25일차,부사,"처음에, 우선",はじめに
25일차,부사,"확실히, 분명히",はっきり
26일차,부사,"비상히, 매우","非常に (ひじょうに)"
26일차,부사,깜짝,びっくり
26일차,부사,술술 (말하는 모양),ぺらぺら
26일차,부사,"거의, 대부분",ほとんど
26일차,부사,"우선, 먼저",まず
26일차,부사,"이미, 벌써",もう
26일차,부사,이제 곧,もうすぐ
26일차,부사,"만약, 만일",もし
26일차,부사,물론,もちろん
26일차,부사,"겨우, 드디어",やっと
26일차,부사,"역시, 또한",やはり
26일차,부사,"자주, 잘",よく
26일차,부사,일부러,わざわざ
27일차,감동사,"어, 어라",おや
27일차,접속사,그렇지만,けれども
27일차,접속사,"그러나, 하지만",しかし
27일차,접속사,그러자,すると
27일차,접속사,그리고,そして
27일차,접속사,그러고 나서,それから
27일차,접속사,그래서,それで
27일차,접속사,그러면,それでは
27일차,접속사,게다가,それに
27일차,접속사,그러니까,だから
27일차,조사,"~따위, ~등",など
27일차,조사,"~만, ~뿐",ばかり
27일차,접속사,또는,または
28일차,외래어,아이디어,アイデア
28일차,외래어,다리미,アイロン
28일차,외래어,액세서리,アクセサリー
28일차,외래어,아시아,アジア
28일차,외래어,아나운서,アナウンサー
28일차,외래어,애니메이션,アニメ
28일차,외래어,아프리카,アフリカ
28일차,외래어,미국,アメリカ
28일차,외래어,알코올,アルコール
28일차,외래어,아르바이트,アルバイト
28일차,외래어,귀걸이,イヤリング
28일차,외래어,에어컨,エアコン
28일차,외래어,에스컬레이터,エスカレーター
28일차,외래어,오토바이,オートバイ
28일차,외래어,커튼,カーテン
28일차,외래어,가스,ガス
28일차,외래어,가솔린,ガソリン
28일차,외래어,주유소,ガソリンスタンド
28일차,외래어,유리,ガラス
28일차,외래어,카레,カレー
28일차,외래어,"주방, 키친",キッチン
28일차,외래어,킬로그램,キログラム
28일차,외래어,킬로미터,キロメートル
28일차,외래어,케이크,ケーキ
28일차,외래어,게임,ゲーム
28일차,외래어,코트,コート
28일차,외래어,콘서트,コンサート
28일차,외래어,컴퓨터,コンピューター
28일차,외래어,사인,サイン
28일차,외래어,샐러드,サラダ
28일차,외래어,샌들,サンダル
28일차,외래어,샌드위치,サンドイッチ
28일차,외래어,잼,ジャム
28일차,외래어,주스,ジュース
28일차,외래어,스위치,スイッチ
28일차,외래어,"슈트, 정장",スーツ
28일차,외래어,여행 가방,スーツケース
28일차,외래어,슈퍼마켓,スーパー
28일차,외래어,스크린,スクリーン
28일차,외래어,스테이크,ステーキ
28일차,외래어,스테레오,ステレオ
28일차,외래어,스피커,スピーカー
28일차,외래어,"스피치, 연설",スピーチ
28일차,외래어,"스피드, 속도",スピード
28일차,외래어,슬리퍼,スリッパ
28일차,외래어,세트,セット
28일차,외래어,소프트,ソフト
28일차,외래어,타입,タイプ
28일차,외래어,"댄스, 춤",ダンス
29일차,외래어,체크,チェック
29일차,외래어,티켓,チケット
29일차,외래어,"찬스, 기회",チャンス
29일차,외래어,데이트,デート
29일차,외래어,"텍스트, 교재",テキスト
29일차,외래어,테니스,テニス
29일차,외래어,트럭,トラック
29일차,외래어,드라마,ドラマ
29일차,외래어,드레스,ドレス
29일차,외래어,뉴스,ニュース
29일차,외래어,파트타임,パートタイム
29일차,외래어,양동이,バケツ
29일차,외래어,개인용 컴퓨터,パソコン
29일차,외래어,버터,バター
29일차,외래어,햄버그 스테이크,ハンバーグ
29일차,외래어,피아노,ピアノ
29일차,외래어,맥주,ビール
29일차,외래어,"피크닉, 소풍",ピクニック
29일차,외래어,핑크,ピンク
29일차,외래어,필름,フィルム
29일차,외래어,수영장,プール
29일차,외래어,포크,フォーク
29일차,외래어,"프린트, 인쇄물",プリント
29일차,외래어,"프레젠트, 선물",プレゼント
29일차,외래어,페이지,ページ
29일차,외래어,침대,ベッド
29일차,외래어,애완동물,ペット
29일차,외래어,"벨, 종",ベル
29일차,외래어,보트,ボート
29일차,외래어,공,ボール
29일차,외래어,우체통,ポスト
29일차,외래어,마스크,マスク
29일차,외래어,성냥,マッチ
29일차,외래어,멜론,メロン
29일차,외래어,라디오 카세트,ラジカセ
29일차,외래어,"룰, 규칙",ルール
29일차,외래어,"레코드, 음반",レコード
29일차,외래어,계산대,レジ
29일차,외래어,"레벨, 수준",レベル
29일차,외래어,리포트,レポート
29일차,외래어,워드프로세서,ワープロ
29일차,외래어,와이셔츠,ワイシャツ
29일차,외래어,원피스,ワンピース
30일차,인사,다녀오겠습니다 (겸양),"行ってまいります (いってまいります)"
30일차,인사,다녀오세요,"行ってらっしゃい (いってらっしゃい)"
30일차,인사,다녀오셨어요?,"お帰りなさい (おかえりなさい)"
30일차,인사,덕분에요,おかげさまで
30일차,인사,잘 지내세요?,"お元気ですか (おげんきですか)"
30일차,인사,몸조리 잘 하세요,"お大事に (おだいじに)"
30일차,인사,기다리게 해서 죄송합니다,"お待たせしました (おまたせしました)"
30일차,인사,축하합니다,おめでとうございます
30일차,인사,알겠습니다 (겸양),かしこまりました
